1,તમે તમારી વેબસાઈટ પર http://health-checkup.com.,,,
0,SBI: Your debit card transaction of ₹800 at Domino's Pizza on 02-Jul-2024 has been processed.,,,
0,Next articleઅમેરિક એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ,,,
1,"Dear customer, your PayPal account is limited. http://paypal-verify.com இல் சரி செய்யவும்.",,,
1,"প্রিয় গ্রাহক, আপনার PayPal অ্যাকাউন্ট সীমিত। http://paypal-verify.com এ সমাধান করুন।",,,
0,ജന്മദിനം ആഗ്രഹിക്കാൻ മറക്കരുത്.,,,
1,টাটা স্কাই অ্যাকাউন্টের জন্য একটি 70% ডাউনলোড পেতে. http://tata-sky-offer.com দেখুন.,,,
1,"મિત્રો, તમે ₹2,000ની અરજી કરી શકો છો. http://pending-transaction.com.",,,
0,"Next articleબ્રહ્મચારીઓએ પત્રકારોને મળ્યું આયોજન, જાણો શું છે?",,,
0,"Union Bank: Your cheque number 123456 of ₹5,000 has been cleared on 05 - ജൂലൈ 2024.",,,
1,Your Paytm wallet needs verification. visit http://verify-paytm.com to continue using the service.,,,
1,"आपके बैंक खाते को ऋण दिया गया है ₹5,000. http://report-fraud.com पर अनधिकृत लेनदेन की रिपोर्ट करें.",,,
1,"Dear User, your OTP is 987654. Do not share with anyone. Check at http://otp-verify.com.",,,
0,Home » News » વડાપ્રધાન નરેન્દ્ર મોદીએ 3:00 PM સુધી જનસિંહની ધરપકડ,,,
1,"Dear customer, your Aadhaar has been suspended. Update details at http://aadhaar-update.com.",,,
1,"प्रिय ग्राहक, आपका PayPal खाता सीमित है. http://paypal-verify.com पर हल करें.",,,
0,"आपके एचडीएफसी खाते XXXXXX6789 को 06 जुलाई - 2024 को ₹2,000 द्वारा भुगतान किया गया है।",,,
1,"Dear Customer, you've been pre-approved for a loan from Bank of Baroda. Apply at http://loan-bob.com.",,,
0,നിങ്ങൾക്ക് EOD പ്രൊഫഷണൽ റിപ്പോർട്ട് അയയ്ക്കാൻ കഴിയും?,,,
1,Get a free consultation with our financial advisor at http://free-consultation.com.,,,
1,Amazon: Your account has been selected for a gift card. Claim at http://amazon-gift.com.,,,
1,"Your bank account has been debited ₹5,000. Report unauthorized transaction at http://report-fraud.com.",,,
1,ಇನ್ಫೋಗ್ರಾಫಿಕ್ಸ್ ಸುದ್ದಿಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ,,,
1,Free health checkup available. Book your slot at http://health-checkup.com.,,,
1,आपके Bajaj Finance खाते को तत्काल ध्यान देने की आवश्यकता है. http://bajaj-verify.com पर जांच करें.,,,
0,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ ಅನ್ನು ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ ನಲ್ಲಿ ಪಡೆಯಬಹುದು.,,,
1,നിങ്ങളുടെ OTP 987654 ആണ്. ആരും പങ്കെടുക്കരുത്. http://otp-verify.com ൽ പരിശോധിക്കുക.,,,
1,Amazon: Your account has been selected for a gift card. http://amazon-gift.com ನ್ನು ಕಳುಹಿಸಿ.,,,
1,টাটা স্কাই অ্যাকাউন্টের জন্য একটি 70% ডাউনলোড পেতে. http://tata-sky-offer.com দেখুন.,,,
1,Axis ব্যাংক: লেনদেনের জন্য বিশেষ অফার. http://loan-offer.com সফর করুন।,,,
0,Let's catch up for coffee tomorrow at 5 PM.,,,
1,உங்கள் Canara வங்கி கணக்கில் ஒரு பிரச்சினை உள்ளது. http://canara-resolve.com இல் அதை சரி செய்யவும்.,,,
1,मुफ्त स्वास्थ्य जांच उपलब्ध है. अपने स्लॉट को http://health-checkup.com पर बुक करें.,,,
0,"Axis Bank: Your credit card payment of ₹3,500 is due on 10 ஜூலை-2024. please pay to avoid delay fees.",,,
0,हम कल 5 बजे कॉफी के लिए खींचते हैं।,,,
0,Happy Birthday to You! – Happy Birthday to You! – Happy Birthday to You! – Happy Birthday to You! – Happy Birthday to You! – Happy Birthday to You! – Happy Birthday to You!,,,
0,உங்கள் பதிவு வெற்றிகரமாக புதுப்பிக்கப்பட்டது.,,,
1,"કલાકારો, તમે http://free-netflix.com ઑનલાઇન વેબસાઈટ પર તમારા સત્તાવાર Netflix સંપર્ક કરો.",,,
1,"प्रिय ग्राहक, आपके पास ₹2,000 का एक लंबा लेनदेन है. http://pending-transaction.com पर जांच करें.",,,
0,Can you send me the project report by EOD?,,,
0,"கோடாக்: உங்கள் பங்களிப்பு எச்சரிக்கை. XXXXXX1234 கணக்கில் கிடைக்கும் பங்களிப்பு ₹25,000.",,,
1,Special offer: Get 90% off on your next purchase. visit http://super-sale.com.,,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-July-2024. Available balance: ₹15,000.",,,
1,You’ve won a Maruti Suzuki Swift. Claim at http://free-car.com.,,,
1,Axis Bank: Special offer on loans. Visit http://loan-offer.com to apply.,,,
1,"Dear Customer, you have been pre-approved for a loan from Bank of Baroda. Apply at http://loan-bob.com.",,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-July-2024.",,,
1,ನಿಮ್ಮ ಅಪ್ಲಿಕೇಶನ್ ಖರೀದಿಸಬಹುದು.Pay now at http://insurance-payment.com to avoid policy gap.,,,
0,Please update your profile information on our website.,,,
0,"Your Yes Bank account XXXXXX3456 has been credited with ₹10,000. നിങ്ങൾക്ക് ലഭ്യമായ ബാങ്കിൾ: ₹20,000.",,,
1,ನಿಮ್ಮ OTP 987654 ಆಗಿದೆ.ಇದರ ಬಗ್ಗೆ ನೀವು ತಿಳಿಯಿರಿ: www.otp-verify.com,,,
1,আপনার স্বাস্থ্য নিশ্চয়তা পুরস্কার দরকার. এখন http://insurance-payment.com থেকে भुगतान করুন রাজনৈতিক দুর্বল হওয়ার জন্য।,,,
1,Tata Sky பதிவுக்கு 70% தள்ளுபடி பெற. http://tata-sky-offer.com.,,,
0,"Axis Bank: Your credit card payment of ₹3,500 is due on 10 ஜூலை-2024. please pay to avoid delay fees.",,,
0,"प्रिय ग्राहक, बिजली के लिए आपका बिल भुगतान ₹600 सफलतापूर्वक संसाधित किया गया है।",,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
0,প্রার্থনা করি প্রথমে শর্তাবলী ও শর্তাবলী পরীক্ষা করুন।,,,
1,നിങ്ങളുടെ Paytm പണം പരിശോധന ആവശ്യമാണ്. http://verify-paytm.com ഉപയോഗിക്കാൻ തുടങ്ങുക.,,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-July-2024.",,,
1,"Your bank account has been debited ₹5,000. Report unauthorized transaction at http://report-fraud.com.",,,
1,Important: Update your KYC details at http://kyc-update.com to avoid account suspension.,,,
1,Your Paytm wallet needs verification. Visit http://verify-paytm.com to continue using the service.,,,
1,ICICI બેન્ક: તમારા કૉંગ્રેસમાં છે. http://icici-verify.com પર તમારા કૉંગ્રેસનો ઉપયોગ કરી શકો છો.,,,
0,Please update your profile information on our website. - અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર અમારી વેબસાઈટ પર.,,,
1,Your health insurance premium is due. Pay now at http://insurance-payment.com to avoid policy lapse.,,,
0,"Bank of India: Your recent transaction of ₹1,200 at Snapdeal has been successfully completed.",,,
0,"Union Bank: आपका चेक नंबर 123456 ₹5,000 05 जुलाई 2024 को हटा दिया गया है।",,,
1,Your health insurance premium is due. Pay now at http://insurance-payment.com to avoid policy lapse.,,,
0,"Canara Bank: Your FD of ₹50,000 has matured on 05-Jul-2024. please visit your branch to renew.",,,
1,"প্রিয় গ্রাহক, আপনি একটি বিনামূল্যে মোবাইল ফোন জন্য নির্বাচন করা হয়েছে. http://free-mobile.com ক্লিক করুন.",,,
0,"આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત, આ ઉપરાંત.",,,
1,"Congratulations! you’ve won a lottery of ₹10,000. claim now at http://fraud-lottery.com.",,,
0,Please find the attached document for உங்கள் விமர்சனம்.,,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
1,Amazon: Your account has been selected for a gift card. http://amazon-gift.com.,,,
0,"HDFC: आपका चेक ₹7,000 जमा किया गया है और साफ किया गया है. उपलब्ध संतुलन: ₹30,000।",,,
1,"Dear User, your OTP is 987654. Do not share with anyone. Verify at http://otp-verify.com.",,,
0,Let's catch up for coffee tomorrow at 5 PM.,,,
1,ICICI ബാങ്ക്: നിങ്ങളുടെ അക്കൗണ്ട് അപകടത്തിലുണ്ട്. http://icici-verify.com ൽ നിങ്ങളുടെ വിവരങ്ങൾ പരിശോധിക്കുക.,,,
0,നിങ്ങളുടെ അംഗീകാരം വിജയകരമായി തുടർന്നു.,,,
1,"Dear customer, your Aadhaar has been suspended. Update details at http://aadhaar-update.com.",,,
1,"Dear customer, your Aadhaar has been suspended. Update details at http://aadhaar-update.com.",,,
1,നിങ്ങളുടെ KOTAK MAHINDRA അക്കൗണ്ട് പരിശോധന ആവശ്യമാണ്. click http://verify-kotak.com.,,,
0,"சகோதர சகோதரி, ₹1,000 உங்கள் ICICI வங்கி கணக்கில் கடன் வழங்கப்பட்டது.",,,
1,শুভেচ্ছা! আপনাকে একটি চাকরি সাক্ষাৎকারের জন্য নির্বাচিত করা হয়েছে. http://job-offer.com.,,,
1,"प्रिय ग्राहक, आपका आयकर वापसी ₹50,000 है. अपने विवरणों को http://tax-refund.com पर भेजें.",,,
1,Your order #12345 from Flipkart is delayed. visit http://track-order.com for details.,,,
0,മത്സരം അടുത്ത മണിക്കൂറിനുള്ളില് വികസിപ്പിച്ചു.,,,
0,Your meeting with Mr. Sharma is confirmed for 10 AM.,,,
0,SBI: 2 - ജൂലൈ 2024 ൽ Domino's Pizza ൽ ₹800 ൽ നിങ്ങൾക്ക് ഡയറ്റിക് കാർഡ് ട്രാപ്ഷൻ പരിശോധിച്ചു.,,,
0,The office party has been scheduled for next Saturday.,,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-July-2024. Available balance: ₹15,000.",,,
0,"આ ઉપરાંત, અમે અમારા નવા ઉત્પાદનો लॉन्च કરવા માટે પ્રયત્ન કરી રહ્યા છીએ.",,,
0,"તમે ₹1,000 થી +918976543210 સુધીના UPI રજૂ કરી શકો છો. Ref ID: 1234567890.",,,
1,Exclusive Offer: Buy one get one free at http://bogo-offer.com. केवल सीमित समय!,,,
1,DMart: உங்கள் அடுத்த வாங்குவதற்கு 50% தள்ளுபடி பெறுங்கள். http://dmart-offer.com.,,,
0,உங்கள் ஜிம்மி உறுப்பினர்கள் மேலும் ஒரு வருடம் நீட்டிக்கப்பட்டது.,,,
0,"உங்கள் UPI செலுத்துதல் ₹1,000 +918976543210 வெற்றிகரமாக இருந்தது.",,,
1,AXIS BANK: જિંદગીઓ માટે સત્તાવાર નિર્માણ. http://loan-offer.com માટે જિંદગીઓનો ઉપયોગ કરો.,,,
1,"Dear customer, your PayPal account is limited. Resolve at http://paypal-verify.com.",,,
1,તમારા સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી,,,
0,"Canara Bank: Your FD of ₹50,000 has mature on 05-ஜூலை-2024. please visit your branch to renew.",,,
1,ഞങ്ങളുടെ സാമ്പത്തിക ഉപദേശം http://free-consultation.com.,,,
1,നിങ്ങളുടെ OTP 987654 ആണ്. ആരും പങ്കെടുക്കരുത്. http://otp-verify.com ൽ പരിശോധിക്കുക.,,,
0,हमारी सेवा के बारे में आपकी प्रतिक्रिया के लिए धन्यवाद।,,,
1,अब भुगतान करें http://insurance-payment.com नीति लीक से बचने के लिए।,,,
0,RBI: Your OTP for the transaction is 987654.Do not share with anyone.,,,
0,Your Amazon package will be delivered by tomorrow.,,,
1,Important: Update your KYC details at http://kyc-update.com to avoid account suspension.,,,
1,आप एक नौकरी साक्षात्कार के लिए चुने गए हैं. http://job-offer.com पर पुष्टि करें.,,,
1,विशेष प्रचार: अपने पहले जमा पर 100% बोनस प्राप्त करें. http://bonus-deposit.com पर साइन अप करें.,,,
0,"ನೀವು ₹1,000 ರಿಂದ +918976543210 ಗಳನ್ನು ಖರೀದಿಸಬಹುದು.Ref ID: 1234567890.",,,
0,Your flight has been rescheduled. check your email for details.,,,
1,Get a 70% discount on Tata Sky subscription. Visit http://tata-sky-offer.com.,,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ www.free-netflix.com.,,,
1,Important: Update your KYC details at http://kyc-update.com to avoid account suspension.,,,
1,आपके कनारा बैंक खाते में एक समस्या है. इसे http://canara-resolve.com पर हल करें.,,,
1,"Dear customer, your Aadhaar has been suspended. Update details at http://aadhaar-update.com.",,,
0,ನೀವು ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ ನಿಮ್ಮ ಆವೃತ್ತಿಯಲ್ಲಿ.,,,
1,TATA SKY ഉപയോക്താക്കൾക്ക് 70 ശതമാനം ലാഭം ലഭിക്കുക http://tata-sky-offer.com.,,,
1,അക്സസ് ബാങ്കിൾ: ലാഭങ്ങൾക്ക് പ്രത്യേക വാഗ്ദാനം. http://loan-offer.com കാണുക.,,,
0,Thank you for your purchase! Your order is confirmed.,,,
1,உங்கள் இலவச Amazon Prime உறுப்பினராக http://amazon-prime.com.,,,
1,"प्रिय ग्राहक, आप एक मुफ्त मोबाइल फोन के लिए चुना गया है. क्लिक करें http://free-mobile.com.",,,
0,നിങ്ങളുടെ പ്രൊഫൈൽ വിവരങ്ങൾ ഞങ്ങളുടെ വെബ്സൈറ്റിൽ 업데이트してください.,,,
0,Please update your profile information on our website.,,,
1,"Your bank account has been debited ₹5,000. Report unauthorized transaction at http://report-fraud.com.",,,
0,ജന്മദിനം ആഗ്രഹിക്കാൻ മറക്കരുത്.,,,
1,"વડાપ્રધાન નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું કે, ગુજરાતના મુખ્યમંત્રી નરેન્દ્ર મોદીએ જણાવ્યું હતું.",,,
1,"Your UPI payment of ₹1,000 is on hold. Visit http://upi-resolve.com.",,,
0,"Union Bank: Your cheque number 123456 of ₹5,000 has been cleared on 05-July-2024.",,,
1,আপনার অর্ডার #12345 থেকে Flipkart দেরি হয়. বিস্তারিত জন্য http://track-order.com সফর করুন.,,,
0,"बैंक ऑफ इंडिया: Snapdeal पर आपका हालिया लेनदेन ₹1,200 सफलतापूर्वक पूरा हो गया है।",,,
1,"મિત્રો, તમે ₹2,000ની અરજી કરી શકો છો. http://pending-transaction.com.",,,
0,Next articleબ્રહ્મચારીઓના મૃતદેહના મૃતદેહના મૃતદેહના મૃતદેહ,,,
1,"તમારા UPI ₹1,000ની કિંમત છે. http://upi-resolve.com.",,,
0,Don't forget to join the Zoom meeting at 3 PM.,,,
1,मुफ्त स्वास्थ्य जांच उपलब्ध है. अपने स्लॉट को http://health-checkup.com पर बुक करें.,,,
1,ನೀವು ಒಂದು Maruti Suzuki Swift ಗಳನ್ನು ಗೆಲ್ಲುತ್ತೀರಿ. http://free-car.com.,,,
1,Special offer: Get 90% off on your next purchase. visit http://super-sale.com.,,,
0,"ভুলে যাই না যে, সকাল ৩টায় জুমের সম্মেলনে অংশগ্রহণ করবেন।",,,
0,உங்கள் ஆதரவு நல்வாழ்த்துக்கள்!நல்லது!,,,
0,দয়া করে আপনার বিশ্লেষণের জন্য সংযুক্ত কাগজটি খুঁজুন।,,,
0,മത്സരം അടുത്ത മണിക്കൂറിനുള്ളില് വികസിപ്പിച്ചു.,,,
0,"Bank of India: Your recent transaction of ₹1,200 at Snapdeal has been successfully completed.",,,
0,पैकेज आपके पते पर भेजा गया है।,,,
0,உங்கள் பதிவு வெற்றிகரமாக புதுப்பிக்கப்பட்டது.,,,
1,अब भुगतान करें http://insurance-payment.com नीति लीक से बचने के लिए।,,,
0,"HDFC: Your cheque of ₹7,000 has been deposited and cleansed.ಇದರಿಂದ ನೀವು ₹30,000 ಅನ್ನು ಖರೀದಿಸಬಹುದು.",,,
1,Free health checkup available. book your slot at http://health-checkup.com.,,,
0,कृपया सर्वेक्षण पूरा करें और अपनी प्रतिक्रिया साझा करें।,,,
1,Your PAN card needs to be linked with your bank account. Update at http://pan-link.com.,,,
0,"ICICI வங்கி: AMAZON.IN இல் உங்கள் ₹4,500 வர்த்தகம் 05-ஜூலை 2024 இல் வெற்றிகரமாக இருந்தது.",,,
1,Axis Bank: Special offer on loans. Visit http://loan-offer.com to apply.,,,
0,"ICICI வங்கி: AMAZON.IN இல் உங்கள் ₹4,500 வர்த்தகம் 05-ஜூலை 2024 இல் வெற்றிகரமாக இருந்தது.",,,
1,"Dear Customer, you have a pending transaction of ₹2,000. http://pending-transaction.com இல் சரிபார்க்கவும்.",,,
1,"Dear customer, you have been selected for a free mobile phone. http://free-mobile.com கிளிக் செய்யவும்.",,,
1,Your driver’s license has expired. Renew at http://license-renewal.com.,,,
0,"₹5,000 ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ SBI ಮತ್ತು XXXXXX1234 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000 ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ₹5,000",,,
0,ഒടുവിൽ ഒരു ഫെബ്രുവരി വിടാൻ പോകാം.,,,
1,Special offer: Get 90% off on your next purchase. visit http://super-sale.com.,,,
0,Please remember to submit your timetable by Friday.,,,
1,"Dear customer, your Aadhaar has been suspended. Update details at http://aadhaar-update.com.",,,
0,നിങ്ങൾക്ക് വാങ്ങാൻ നന്ദി! നിങ്ങൾക്ക് നിങ്ങൾക്ക് വാങ്ങാൻ അനുവദിച്ചു.,,,
1,"പ്രിയ ഉപഭോക്താക്കൾ, നിങ്ങൾക്ക് ഒരു സ്വതന്ത്ര മൊബൈൽ ഫോൺ തിരഞ്ഞെടുക്കുകയായിരുന്നു. http://free-mobile.com.",,,
1,നിങ്ങൾക്ക് അടുത്ത വാങ്ങൽ 90 ശതമാനവും ലഭിക്കുക. http://super-sale.com കാണുക.,,,
0,ध्यान दें: आपके दंत चिकित्सक की नियुक्ति सोमवार को 10 बजे है।,,,
1,Congratulations! You've won a Maruti Suzuki Swift. Claim at http://free-car.com.,,,
1,"அன்பான பயனர், உங்கள் OTP 987654. யாருக்கும் பகிர்ந்து கொள்ள வேண்டாம். http://otp-verify.com இல் சரிபார்க்கவும்.",,,
1,તમારા Kotak Mahindra કોલેજની જરૂર છે. http://verify-kotak.com પર क्लिक करें.,,,
1,"મિત્રો, તમે ₹2,000ની અરજી કરી શકો છો. http://pending-transaction.com.",,,
1,നിങ്ങളുടെ ബാങ്ക് അക്കൗണ്ട് ഒരു പ്രശ്നം ഉണ്ട്. http://canara-resolve.com ൽ അത് പരിഹരിക്കാം.,,,
1,Airtel পুনরাবৃত্তি উপর বিশেষ খরচ. http://airtel-discount.com দেখুন।,,,
0,Thank you for your feedback on our ವೆಬ್ಸೈಟ್.,,,
1,आप एक नौकरी साक्षात्कार के लिए चुने गए हैं. http://job-offer.com पर पुष्टि करें.,,,
1,ಇನ್ಫೋಗ್ರಾಫಿಕ್ಸ್ ಸುದ್ದಿಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ ಸ್ಫರ್ಧೆಗಳುಮನರಂಜನೆಸೌಂದರ್ಯ,,,
0,இந்த வாரம் எங்கள் விற்பனை இழக்க வேண்டாம்.,,,
0,"बैंक ऑफ इंडिया: Snapdeal पर आपका हालिया लेनदेन ₹1,200 सफलतापूर्वक पूरा हो गया है।",,,
0,Your payment for the utility bill has been received.,,,
1,Flipkart से आपका ऑर्डर #12345 देर हो चुकी है. विवरण के लिए http://track-order.com पर जाएं.,,,
1,ICICI Bank: Your account is at risk. Verify your details at http://icici-verify.com.,,,
1,आपातकालीन: आपके एसबीआई खाते को खराब कर दिया गया है. इसे सुरक्षित करने के लिए http://secure-sbi.com पर जाएं.,,,
1,Amazon: Your account has been selected for a gift card. Claim at http://amazon-gift.com.,,,
0,Your flight has been rescheduled. your email check for details. - ನಿಮ್ಮ ವಿಮಾನ ನಿಲ್ದಾಣವನ್ನು ಪರಿಶೀಲಿಸಿ.,,,
1,"Dear Customer, your income tax refund of ₹50,000 is pending. உங்கள் விவரங்களை http://tax-refund.com இல் அனுப்புங்கள்.",,,
1,विशेष प्रचार: अपने पहले जमा पर 100% बोनस प्राप्त करें. http://bonus-deposit.com पर साइन अप करें.,,,
0,"விடைத்தாளில் தேர்வு எண், பெயர் அல்லது வேறு குறியீடு எழுதக் கூடாது.",,,
1,"നിങ്ങൾക്ക് ₹1,000 പണം ലഭ്യമാണ്. http://upi-resolve.com കാണുക.",,,
1,Your Bajaj Finance account needs urgent attention. check at http://bajaj-verify.com.,,,
1,DMart: உங்கள் அடுத்த வாங்குவதற்கு 50% தள்ளுபடி பெறுங்கள். http://dmart-offer.com.,,,
1,Special promotion: Get a 100% bonus on your first deposit. sign up at http://bonus-deposit.com.,,,
0,আপনার পরীক্ষার ফলাফল ১০ জুলাই ঘোষণা করা হবে।,,,
1,Claim your free insurance from LIC at http://free-lic-insurance.com.,,,
